time,pm_sepuluh,pm_duakomalima,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida,kategori,tempmax,tempmin,humidity,dew,precip,precipprob,precipcover,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex
2021-09-10,45,80,42,8,26,19,SEDANG,90.9,75.2,65.8,70.2,0.0,0,0.0,9.6,9.4,238.3,39.3,3.8,277.5,24.1,9
2021-09-11,59,109,43,10,33,30,TIDAK SEHAT,91.4,76.5,71.2,73.0,0.0,0,0.0,14.1,13.1,31.7,49.6,3.6,255.4,22.0,9
2021-09-01,63,88,29,15,24,38,SEDANG,92.7,75.2,71.4,73.5,0.001,100,4.17,17.0,15.2,66.5,42.0,3.6,261.9,22.7,10
2021-09-02,60,83,29,11,30,28,SEDANG,90.3,77.0,70.6,72.9,0.0,0,0.0,10.7,10.0,334.0,47.9,3.4,261.3,22.7,9
2021-09-03,60,82,27,11,37,30,SEDANG,92.1,77.5,70.3,73.1,0.0,0,0.0,11.0,9.5,19.6,50.6,3.5,240.2,20.7,9
2021-09-04,58,77,26,10,31,28,SEDANG,90.3,77.0,69.2,72.3,0.0,0,0.0,11.4,9.2,276.7,36.7,3.8,266.7,23.0,9
2021-09-05,63,85,27,11,28,28,SEDANG,91.4,77.0,69.8,73.4,0.0,0,0.0,15.7,12.8,83.9,43.1,3.7,248.6,21.5,9
2021-09-06,68,92,31,11,26,24,SEDANG,91.6,77.0,73.5,74.0,0.0,0,0.0,22.1,13.5,95.3,58.6,3.6,223.0,19.3,9
2021-09-12,61,80,26,10,28,27,SEDANG,87.5,79.5,75.8,75.0,0.0,0,0.0,16.1,10.2,83.0,55.3,3.3,186.4,16.0,8
2021-09-13,51,64,29,8,23,21,SEDANG,91.5,77.0,76.5,75.0,0.009,100,8.33,28.9,18.0,85.5,55.4,3.8,191.4,16.5,7
2021-09-14,31,42,24,8,20,19,BAIK,81.7,73.4,88.2,74.3,1.699,100,20.83,12.5,11.4,215.2,67.4,3.2,58.9,5.1,2
2021-09-15,54,81,29,20,20,45,SEDANG,89.1,75.2,80.7,75.1,0.001,100,4.17,15.0,12.6,34.4,58.3,3.9,250.4,21.7,9
2021-09-16,48,65,29,9,23,24,SEDANG,92.7,77.0,75.6,75.4,0.0,0,0.0,15.7,17.2,75.4,48.6,4.0,268.7,23.4,9
2021-09-17,42,66,29,7,26,20,SEDANG,92.7,78.8,71.1,74.4,0.0,0,0.0,17.9,17.2,67.6,41.8,3.9,274.5,23.6,10
2021-09-18,50,73,29,8,23,22,SEDANG,94.7,78.8,65.4,72.7,0.0,0,0.0,20.4,18.4,76.5,35.6,4.0,285.5,24.7,10
2021-09-19,53,78,26,8,33,19,SEDANG,90.3,77.5,77.0,74.6,0.647,100,8.33,14.5,13.9,257.9,62.7,3.6,251.6,21.8,9
2021-09-20,51,69,27,10,25,34,SEDANG,89.6,77.0,71.9,73.1,0.0,0,0.0,12.8,13.1,17.8,52.0,3.7,261.8,22.6,9
2021-09-21,55,81,28,11,29,36,SEDANG,90.9,75.7,72.8,73.3,0.003,100,8.33,12.8,10.3,190.2,45.1,3.7,262.1,22.5,9
2021-09-22,57,80,29,11,24,32,SEDANG,92.6,77.0,68.9,72.7,0.0,0,0.0,16.6,16.4,87.7,43.6,4.1,236.9,20.7,9
2021-09-23,54,80,29,8,27,22,SEDANG,92.7,77.5,68.9,73.3,0.0,0,0.0,31.1,18.7,82.2,43.5,4.0,269.5,23.1,9
2021-09-24,57,74,34,8,20,26,SEDANG,92.0,77.5,69.6,73.7,0.0,0,0.0,18.6,19.0,72.5,37.7,4.0,267.5,22.9,9
2021-09-25,49,67,31,7,24,20,SEDANG,93.2,78.8,72.0,75.1,0.0,0,0.0,23.0,13.9,76.4,45.2,4.1,253.6,21.8,9
2021-09-26,52,72,28,6,28,19,SEDANG,92.7,77.5,74.6,75.0,0.692,100,4.17,17.4,13.5,70.9,47.3,3.8,246.9,21.3,9
2021-09-27,51,72,27,12,22,33,SEDANG,91.4,77.0,76.1,75.7,0.001,100,4.17,16.1,14.1,42.4,54.9,3.8,243.5,21.0,8
2021-09-28,45,63,25,9,24,28,SEDANG,91.4,77.5,77.4,76.0,0.308,100,12.5,14.8,11.8,358.0,57.0,3.5,225.2,19.6,7
2021-09-29,54,76,26,12,29,38,SEDANG,90.3,77.0,76.4,75.7,0.0,0,0.0,14.3,11.2,325.8,46.8,3.3,263.2,22.7,9
2021-09-30,63,94,27,13,38,37,SEDANG,90.9,77.0,75.1,74.6,0.107,100,4.17,12.3,12.4,302.6,49.9,3.5,276.0,23.9,9
2021-11-01,58,85,32,16,22,41,SEDANG,90.3,77.0,86.7,76.1,0.084,100,20.83,12.8,13.6,295.8,63.4,3.3,111.2,9.3,5
2021-11-02,50,63,29,14,22,35,SEDANG,89.3,75.2,83.0,75.2,0.0,0,0.0,17.4,17.0,251.1,58.0,3.8,206.1,17.9,6
2021-11-03,49,63,33,13,21,38,SEDANG,89.6,75.2,82.2,75.6,0.023,100,4.17,12.8,16.6,298.7,52.2,3.7,196.6,16.9,7
2021-11-04,57,83,30,17,34,47,SEDANG,91.4,77.0,83.3,76.1,0.001,100,4.17,18.3,11.2,321.8,49.1,3.4,258.8,22.3,9
2021-11-05,56,75,31,19,18,46,SEDANG,85.5,77.0,87.3,76.5,0.079,100,4.17,15.9,6.9,66.1,51.0,3.3,178.0,15.4,8
2021-11-06,55,72,30,13,22,40,SEDANG,90.9,77.0,78.0,76.1,0.0,0,0.0,11.6,13.6,332.2,42.7,3.7,234.3,20.3,9
2021-11-07,38,56,27,8,23,25,SEDANG,89.6,76.8,86.5,75.9,0.685,100,8.33,14.8,17.2,240.1,59.9,3.8,198.9,17.2,8
2021-11-08,38,55,29,18,15,32,SEDANG,89.6,75.2,80.0,75.6,0.0,0,0.0,10.3,11.4,48.8,47.5,3.8,231.4,19.8,8
2021-11-09,55,73,32,14,17,38,SEDANG,89.6,78.8,79.3,76.9,0.077,100,8.33,13.0,9.2,305.8,56.3,4.0,232.0,19.9,8
2021-11-10,38,55,28,10,16,25,SEDANG,90.3,77.0,78.6,74.8,0.078,100,4.17,24.2,16.2,255.3,61.8,3.9,108.8,9.2,6
2021-11-11,41,55,48,12,13,15,SEDANG,87.8,77.0,79.3,75.0,0.0,0,0.0,13.9,12.8,257.9,55.2,3.9,151.2,13.0,5
2021-11-12,32,49,31,10,16,9,BAIK,92.0,75.0,75.3,73.6,1.015,100,8.33,14.5,12.4,229.9,50.5,3.9,168.1,14.6,6
2021-11-13,51,70,36,16,27,12,SEDANG,91.4,76.8,85.6,75.8,1.172,100,12.5,11.4,7.0,212.9,58.9,3.6,253.4,21.8,9
2021-11-14,42,53,29,11,18,7,SEDANG,93.3,77.0,76.0,75.0,0.0,0,0.0,20.8,15.9,248.7,54.0,4.1,130.4,11.3,4
2021-11-15,27,39,30,8,16,7,BAIK,84.3,77.0,81.5,74.6,0.039,100,4.17,15.7,12.8,250.4,63.6,4.4,124.6,10.8,4
2021-11-16,31,47,31,8,11,6,BAIK,92.5,78.8,71.2,73.7,0.076,100,4.17,19.5,13.9,253.1,48.7,4.3,223.0,19.1,8
2021-11-17,55,71,50,13,15,9,SEDANG,91.9,77.0,72.8,74.3,0.0,0,0.0,18.3,15.9,244.0,52.5,4.0,248.3,21.6,9
2021-11-18,55,75,43,18,19,13,SEDANG,91.9,77.0,76.3,74.9,0.0,0,0.0,18.3,15.0,268.1,49.9,4.1,190.4,16.3,6
2021-11-19,28,40,31,7,16,5,BAIK,86.0,77.0,78.3,73.8,0.001,100,4.17,23.0,16.9,249.7,53.1,4.2,88.8,7.6,3
2021-11-20,28,44,33,7,13,6,BAIK,90.3,77.0,79.6,74.5,0.266,100,4.17,12.1,14.6,282.4,58.1,3.9,159.9,13.8,5
2021-11-21,41,54,33,15,16,6,SEDANG,91.4,77.0,76.8,75.3,0.0,0,0.0,26.4,13.1,252.4,50.7,4.4,221.3,19.0,8
2021-11-22,27,33,32,7,14,5,BAIK,89.8,78.3,76.8,75.2,0.0,0,0.0,19.5,17.1,262.7,52.8,4.4,205.6,17.6,8
2021-11-23,20,30,32,7,13,5,BAIK,88.0,75.2,76.9,72.9,0.0,0,0.0,35.8,19.4,253.9,58.6,4.3,151.3,13.0,6
2021-11-24,23,35,30,8,12,6,BAIK,90.7,75.2,66.7,70.9,0.0,0,0.0,20.8,18.3,275.5,51.3,4.2,164.9,14.2,7
2021-11-25,39,57,34,10,11,7,SEDANG,91.9,77.0,75.1,74.1,0.0,0,0.0,21.9,13.1,269.6,51.6,4.1,247.7,21.3,9
2021-11-26,34,56,32,12,9,7,SEDANG,91.9,77.0,81.5,75.5,1.326,100,12.5,17.7,13.1,277.0,64.3,4.0,229.3,19.7,8
2021-11-27,30,37,30,10,8,5,BAIK,90.8,75.2,82.2,74.1,0.141,100,8.33,34.4,20.0,258.5,64.3,4.3,203.6,17.6,7
2021-11-28,19,20,29,5,14,4,BAIK,89.9,73.4,82.2,74.1,0.07,100,16.67,28.9,18.3,256.6,67.4,3.9,110.3,9.5,4
2021-11-29,23,28,30,7,12,5,BAIK,88.4,75.2,77.0,73.7,0.0,0,0.0,25.3,16.6,256.4,56.3,4.2,181.3,15.7,7
2021-11-30,29,50,31,9,18,7,BAIK,87.9,78.8,76.3,74.7,0.001,100,4.17,12.3,11.4,274.8,55.2,4.0,166.9,14.4,7
2021-10-01,57,81,30,11,32,38,SEDANG,91.4,77.0,77.2,75.5,0.0,0,0.0,14.3,11.2,49.6,51.1,3.4,230.2,20.0,9
2021-10-02,67,99,32,11,30,35,SEDANG,89.1,78.8,74.8,75.1,0.0,0,0.0,16.3,11.1,50.4,46.5,3.3,216.0,18.8,8
2021-10-03,70,85,29,10,28,28,SEDANG,91.4,75.7,72.3,73.6,0.0,0,0.0,12.5,14.5,337.3,43.6,3.6,256.9,22.1,9
2021-10-04,58,82,30,11,34,29,SEDANG,90.9,77.5,77.3,74.5,0.608,100,4.17,11.2,12.6,213.6,52.9,3.4,252.6,21.9,8
2021-10-05,55,76,29,11,30,33,SEDANG,92.7,75.7,68.4,72.1,0.007,100,4.17,14.3,11.2,302.8,53.7,4.0,289.2,24.9,10
2021-10-06,60,83,38,10,26,35,SEDANG,90.9,76.5,73.4,73.5,0.002,100,4.17,10.7,7.6,253.6,52.6,4.0,268.6,23.2,9
2021-10-07,45,62,29,9,21,28,SEDANG,91.4,77.0,68.2,71.9,0.002,100,4.17,11.6,16.8,283.7,40.3,4.1,281.6,24.3,10
2021-10-08,54,77,33,11,24,35,SEDANG,92.1,75.2,74.9,74.2,0.001,100,4.17,18.3,11.2,314.1,46.4,3.5,263.4,22.8,9
2021-10-09,52,69,27,9,32,29,SEDANG,92.7,77.0,69.9,74.1,0.001,100,4.17,11.2,11.2,8.5,43.2,3.8,293.4,25.2,9
2021-10-10,58,83,26,9,38,26,SEDANG,92.7,78.8,72.3,74.9,0.0,0,0.0,11.9,13.6,312.2,42.6,3.5,272.8,23.7,10
2021-10-11,59,80,29,10,35,30,SEDANG,92.7,77.0,71.8,73.7,0.0,0,0.0,10.3,12.5,257.7,45.3,3.6,287.1,24.8,10
2021-10-12,56,76,37,9,23,35,SEDANG,92.7,77.5,67.7,72.9,0.0,0,0.0,12.1,11.2,336.0,48.2,3.8,281.1,24.3,9
2021-10-13,52,67,28,8,25,31,SEDANG,92.1,79.3,69.2,73.8,0.0,0,0.0,12.8,11.2,337.0,42.8,3.8,245.3,21.1,8
2021-10-14,64,90,33,11,35,35,SEDANG,90.9,77.5,74.2,75.2,0.0,0,0.0,13.6,13.4,304.1,48.1,3.3,268.1,23.2,9
2021-10-15,75,106,29,12,34,37,TIDAK SEHAT,92.7,78.8,73.4,74.8,0.001,100,4.17,13.6,14.5,91.4,42.5,3.4,254.6,22.0,9
2021-10-16,66,95,28,15,32,44,SEDANG,92.1,77.0,73.2,74.9,0.0,0,0.0,12.1,11.2,312.4,36.2,3.4,271.4,23.5,9
2021-10-17,65,93,34,11,36,30,SEDANG,93.2,79.3,71.7,75.7,0.002,100,8.33,17.0,19.0,51.5,45.7,3.3,271.6,23.6,9
2021-10-18,44,55,25,9,19,26,SEDANG,84.2,75.7,94.1,76.6,3.01,100,29.17,25.3,10.2,227.6,75.3,3.1,170.4,14.6,7
2021-10-19,41,58,29,14,15,30,SEDANG,90.9,75.2,82.2,74.9,0.004,100,4.17,12.5,13.1,256.7,46.9,3.8,186.9,16.1,8
2021-10-20,33,53,29,10,21,27,SEDANG,91.4,77.0,76.7,75.3,0.016,100,4.17,13.9,10.1,324.6,51.4,3.7,200.0,17.2,7
2021-10-21,45,65,25,9,28,32,SEDANG,90.9,77.5,82.0,76.7,1.807,100,16.67,14.5,11.4,288.9,62.0,3.5,261.7,22.6,9
2021-10-22,64,95,31,18,19,48,SEDANG,91.4,77.5,75.6,75.1,0.158,100,8.33,17.7,11.8,26.0,46.7,3.6,272.1,23.6,9
2021-10-23,57,83,29,10,20,36,SEDANG,92.1,76.5,74.4,74.8,0.004,100,4.17,14.8,11.4,52.3,48.3,3.8,277.2,24.0,9
2021-10-24,58,85,27,11,28,36,SEDANG,92.7,77.5,73.8,75.3,0.0,0,0.0,13.4,11.4,319.0,40.4,3.8,280.0,24.2,9
2021-10-25,62,95,27,14,33,37,SEDANG,91.4,78.8,79.7,76.3,0.001,100,4.17,39.1,11.4,239.1,50.3,3.9,273.1,23.5,9
2021-10-26,55,78,29,14,23,43,SEDANG,92.7,77.0,76.4,75.0,0.0,0,0.0,13.4,11.8,274.6,44.8,3.6,269.7,23.2,9
2021-10-27,55,76,29,15,22,39,SEDANG,90.7,77.0,82.4,75.7,1.069,100,12.5,14.8,15.7,229.6,64.3,3.6,173.9,14.9,6
2021-10-28,51,69,28,16,22,39,SEDANG,87.2,75.2,89.2,76.2,0.319,100,12.5,30.0,21.6,24.7,63.6,3.4,157.4,13.6,8
2021-10-29,50,64,31,19,18,35,SEDANG,92.7,74.7,76.4,74.2,0.0,0,0.0,11.2,11.1,292.4,48.5,3.8,229.2,19.6,8
2021-10-30,48,68,31,12,25,40,SEDANG,91.4,77.0,78.6,75.5,0.039,100,8.33,13.6,13.5,30.8,55.1,3.9,242.7,21.2,9
2021-10-31,53,70,27,11,32,32,SEDANG,90.9,77.0,80.2,75.6,0.001,100,4.17,14.3,8.9,294.1,52.4,3.7,224.8,19.4,8
2021-12-04,50,65,45,10,26,13,SEDANG,82.6,77.0,84.5,74.6,0.12,100,8.33,17.9,12.8,272.5,56.7,3.7,112.0,9.8,5
2021-12-05,51,66,43,15,27,12,SEDANG,82.6,75.2,87.7,74.2,0.47,100,8.33,19.2,7.8,278.6,68.2,3.3,146.1,12.6,8
2021-12-06,62,91,47,17,42,18,SEDANG,87.3,73.4,85.1,74.9,1.563,100,8.33,19.9,11.4,309.7,66.5,3.6,201.0,17.5,6
2021-12-07,20,28,44,7,32,10,BAIK,84.2,75.2,91.1,75.8,1.152,100,20.83,21.7,6.9,276.8,71.3,3.5,116.9,10.1,5
2021-12-08,39,62,45,17,45,13,SEDANG,89.1,76.5,83.2,76.9,0.923,100,4.17,18.3,12.8,322.2,51.6,4.0,249.8,21.5,8
2021-12-09,46,60,46,11,51,16,SEDANG,87.8,77.0,86.7,77.1,0.314,100,25.0,20.8,11.2,304.4,68.1,3.6,230.6,20.0,9
2021-12-10,51,65,47,12,---,15,SEDANG,88.0,76.5,82.6,76.4,0.003,100,8.33,23.0,13.8,315.4,58.9,3.6,237.2,20.5,8
2021-12-11,38,55,45,8,47,12,SEDANG,88.5,75.2,86.4,75.9,0.092,100,8.33,23.0,11.8,290.8,67.0,3.5,236.8,20.3,8
2021-12-12,48,63,43,13,---,13,SEDANG,89.3,77.0,78.8,75.4,0.0,0,0.0,25.3,16.2,258.4,45.2,3.9,210.7,18.3,8
2021-12-13,53,68,44,11,23,10,SEDANG,90.6,77.1,76.1,75.5,0.0,0,0.0,17.2,11.6,278.4,47.8,4.4,244.2,21.3,8
2021-12-14,40,---,44,7,37,11,BAIK,88.5,79.3,81.4,76.7,0.266,100,4.17,13.9,10.2,306.8,56.7,3.9,271.4,23.5,10
2021-12-15,54,80,43,16,---,16,SEDANG,90.3,78.8,80.9,76.3,0.0,0,0.0,15.9,11.7,255.3,56.3,3.7,247.9,21.2,8
2021-12-16,47,68,43,11,---,15,SEDANG,92.1,77.0,84.1,76.5,0.004,100,8.33,12.3,11.4,248.9,63.3,3.2,219.4,19.0,7
2021-12-17,39,59,43,13,---,16,SEDANG,91.4,77.0,82.7,76.0,0.015,100,4.17,28.9,14.5,263.4,50.8,3.7,234.9,20.2,8
2021-12-18,35,58,35,10,33,12,SEDANG,93.7,77.0,77.2,74.6,0.108,100,8.33,10.1,12.6,254.5,54.0,4.0,116.6,10.2,4
2021-12-19,57,90,34,20,48,23,SEDANG,90.9,77.0,80.6,77.1,0.0,0,0.0,12.8,11.4,269.0,51.5,3.7,249.6,21.5,8
2021-12-20,54,74,34,13,43,15,SEDANG,90.9,77.0,85.4,76.2,0.041,100,4.17,12.8,13.1,239.7,56.2,3.9,169.9,14.7,6
2021-12-21,49,72,34,14,39,18,SEDANG,86.0,75.7,89.3,75.7,0.305,100,16.67,14.5,13.5,251.4,62.2,3.1,111.7,9.6,5
2021-12-22,56,82,34,21,44,24,SEDANG,89.6,75.2,80.9,75.2,0.008,100,4.17,15.0,8.8,312.8,55.4,3.3,234.9,20.2,8
2021-12-23,56,78,34,12,44,17,SEDANG,90.9,75.7,84.4,75.4,0.766,100,12.5,31.1,15.6,250.7,59.0,3.4,219.9,19.0,8
2021-12-24,33,53,34,9,31,10,SEDANG,89.1,75.2,85.1,75.4,0.009,100,8.33,12.8,10.2,270.6,56.0,3.7,151.3,13.0,5
2021-12-25,54,77,33,18,31,13,SEDANG,88.4,77.0,85.7,76.4,0.0,0,0.0,20.6,8.1,271.2,56.4,3.7,177.9,15.4,6
2021-12-26,39,59,33,14,36,12,SEDANG,88.5,73.4,81.7,74.4,0.354,100,8.33,14.5,12.8,261.9,62.7,3.8,108.3,9.2,7
2021-12-27,75,116,35,23,38,21,TIDAK SEHAT,89.6,76.5,81.0,76.1,0.0,0,0.0,18.1,15.3,320.0,49.3,3.8,217.4,18.8,7
2021-12-28,51,74,---,13,17,18,SEDANG,87.8,77.0,82.7,76.2,0.016,100,4.17,17.2,10.1,342.0,61.3,3.8,233.1,20.0,9
2021-12-29,47,54,21,12,20,9,SEDANG,87.8,75.2,84.5,76.0,0.391,100,12.5,12.5,11.4,287.3,59.0,3.7,185.5,16.0,6
2021-12-30,60,53,21,15,19,13,SEDANG,87.3,76.8,86.2,77.0,0.03,100,4.17,13.0,11.1,292.2,57.8,3.6,196.8,16.9,6
2021-12-31,64,52,21,44,17,---,SEDANG,91.4,77.0,80.8,76.1,0.0,0,0.0,19.5,11.4,255.9,48.6,3.6,194.0,16.7,7
2021-12-01,63,100,39,12,19,23,SEDANG,95.0,79.3,68.2,72.9,0.0,0,0.0,15.7,20.8,248.7,49.9,4.6,163.2,14.2,6
2021-12-02,33,56,38,5,18,13,SEDANG,94.6,77.5,67.7,73.3,0.0,0,0.0,24.2,19.7,254.5,36.8,4.8,287.1,24.8,10
2021-12-03,41,71,39,7,23,15,SEDANG,89.6,78.9,73.4,74.7,0.0,0,0.0,16.3,11.1,263.2,53.8,4.0,220.3,19.0,8
2022-12-30,40,64,57,21,17,24,SEDANG,83.0,75.2,90.8,76.1,0.095,100,16.67,26.2,9.8,270.7,74.4,3.4,133.6,11.4,5
2022-07-06,75,129,45,25,71,26,TIDAK SEHAT,84.2,75.2,89.6,76.9,1.15,100,12.5,12.5,8.1,29.6,58.5,3.6,192.9,16.7,8
2022-07-05,66,110,47,16,61,23,TIDAK SEHAT,91.4,78.8,79.5,77.6,0.0,0,0.0,13.9,12.8,54.6,44.8,4.3,207.8,17.9,8
2022-07-04,56,78,49,11,60,13,SEDANG,91.1,80.6,79.3,77.5,0.001,100,4.17,21.0,20.8,83.1,48.0,4.6,203.1,17.5,7
2022-07-03,78,126,48,17,126,25,TIDAK SEHAT,89.6,78.8,84.2,78.0,0.691,100,12.5,18.3,15.0,51.1,58.1,3.8,212.6,18.4,8
2022-07-02,81,137,47,18,106,29,TIDAK SEHAT,89.9,78.8,76.1,75.3,0.0,0,0.0,14.3,11.4,288.9,55.6,3.2,204.9,17.6,7
2022-08-01,68,109,50,12,91,19,TIDAK SEHAT,91.4,77.0,77.6,75.9,0.0,0,0.0,16.8,16.1,71.6,44.9,4.5,245.2,21.1,8
2022-08-31,85,148,51,25,74,37,TIDAK SEHAT,90.5,77.0,72.5,73.6,0.0,0,0.0,17.2,11.2,88.7,50.5,3.7,227.8,19.8,8
2022-08-30,59,84,50,15,56,29,SEDANG,90.9,77.0,73.2,73.8,0.0,0,0.0,13.2,11.2,328.3,52.4,3.9,241.3,20.8,8
2022-08-29,58,82,49,16,55,29,SEDANG,89.6,77.0,78.7,74.9,0.0,0,0.0,11.2,15.4,323.8,65.5,3.8,241.9,21.0,8
2022-08-28,64,85,49,17,56,30,SEDANG,86.2,77.0,81.5,75.1,0.003,100,4.17,17.0,12.8,317.1,58.8,3.5,213.3,18.5,8
2022-08-27,80,130,50,25,57,37,TIDAK SEHAT,87.8,77.0,77.2,74.6,0.001,100,4.17,15.0,11.4,312.1,62.8,3.5,214.8,18.5,8
2022-08-26,76,119,53,19,53,31,TIDAK SEHAT,89.3,77.0,68.4,72.0,0.0,0,0.0,15.2,9.0,317.6,47.6,3.5,239.3,20.7,9
2022-08-25,64,98,50,12,66,19,SEDANG,91.4,78.8,66.3,71.5,0.0,0,0.0,16.3,16.1,84.4,50.5,4.4,261.1,22.5,9
2022-08-24,71,119,50,15,82,20,TIDAK SEHAT,91.4,78.8,72.3,74.1,0.001,100,4.17,11.9,13.9,54.5,52.4,4.1,260.2,22.6,9
2022-08-23,76,116,49,17,81,27,TIDAK SEHAT,93.7,77.0,71.9,73.8,0.0,0,0.0,13.2,13.7,72.4,51.2,3.3,258.8,22.3,9
2022-08-22,57,78,49,13,79,22,SEDANG,88.0,75.2,80.6,74.4,0.0,0,0.0,14.5,10.4,318.9,55.5,3.5,209.3,18.1,8
2022-08-21,59,101,49,13,65,17,TIDAK SEHAT,90.2,75.2,72.2,73.4,0.007,100,8.33,14.1,12.8,13.9,52.4,4.5,213.0,18.5,8
2022-08-20,76,117,50,14,69,18,TIDAK SEHAT,92.0,78.8,70.4,73.5,0.0,0,0.0,17.2,19.7,98.3,42.9,4.4,248.7,21.5,8
2022-08-19,70,105,49,14,66,26,TIDAK SEHAT,94.3,77.0,65.6,71.6,0.0,0,0.0,16.6,18.3,94.9,43.6,4.6,271.1,23.4,9
2022-08-18,64,89,49,25,84,28,SEDANG,92.0,78.8,68.3,72.3,0.0,0,0.0,15.2,20.8,96.0,51.0,4.6,250.6,21.7,9
2022-08-17,55,78,48,17,108,25,TIDAK SEHAT,89.8,77.0,76.9,74.8,0.229,100,8.33,16.6,17.2,100.0,51.4,4.1,213.6,18.4,8
2022-08-16,61,89,51,15,181,33,TIDAK SEHAT,89.6,77.0,77.2,74.5,0.001,100,4.17,13.9,11.2,284.7,64.5,3.6,224.7,19.3,8
2022-08-15,64,84,50,17,63,28,SEDANG,90.3,75.2,73.9,73.9,0.001,100,4.17,11.9,11.4,85.7,55.0,3.8,195.7,16.9,7
2022-08-14,68,93,50,14,80,20,SEDANG,91.5,75.2,74.2,74.3,0.001,100,4.17,25.3,17.2,96.3,41.8,4.3,234.9,20.2,9
2022-08-13,58,77,48,21,76,36,SEDANG,91.4,75.2,75.7,74.3,0.0,0,0.0,13.6,16.1,54.6,40.9,4.3,236.9,20.4,8
2022-08-12,65,94,49,17,97,25,SEDANG,91.4,78.8,74.2,74.7,0.001,100,4.17,13.2,14.7,103.0,52.7,4.1,233.0,20.3,9
2022-08-11,74,107,52,19,80,27,TIDAK SEHAT,93.4,77.0,74.2,75.0,0.004,100,4.17,13.2,15.8,83.4,47.3,4.1,248.9,21.4,8
2022-08-10,73,116,49,19,82,29,TIDAK SEHAT,92.7,75.2,74.3,74.2,0.0,0,0.0,13.2,13.1,92.0,46.1,3.9,243.6,21.2,9
2022-08-09,61,88,50,14,103,21,TIDAK SEHAT,89.7,77.0,74.0,74.1,0.011,100,4.17,10.7,12.5,349.5,50.9,4.2,239.0,20.6,8
2022-08-08,60,84,48,18,97,27,SEDANG,89.9,75.2,76.0,74.3,0.0,0,0.0,11.2,11.4,318.2,46.7,4.2,254.6,22.1,9
2022-08-07,76,119,50,18,114,29,TIDAK SEHAT,89.6,75.2,80.0,75.0,0.003,100,8.33,24.2,10.3,17.6,52.9,3.9,241.0,20.9,8
2022-08-06,69,101,49,19,87,29,TIDAK SEHAT,89.6,75.2,79.1,74.6,0.118,100,8.33,9.6,16.8,336.9,51.1,3.9,238.7,20.6,8
2022-08-05,60,82,47,17,79,26,SEDANG,86.6,77.0,85.9,76.7,0.589,100,12.5,13.9,16.8,331.5,59.3,3.9,204.6,17.7,7
2022-08-04,69,99,48,15,82,20,SEDANG,87.9,75.2,85.4,76.7,0.347,100,16.67,19.7,16.8,0.8,64.0,3.7,177.0,15.4,6
2022-08-03,82,141,51,19,129,24,TIDAK SEHAT,91.5,78.8,79.1,76.7,0.005,100,8.33,15.7,12.8,79.3,61.8,3.4,196.2,17.0,7
2022-08-02,67,113,50,15,84,28,TIDAK SEHAT,89.7,78.8,76.8,75.9,0.0,0,0.0,12.1,13.6,24.2,44.5,3.7,238.0,20.5,8
2022-09-01,83,130,51,15,42,25,TIDAK SEHAT,90.9,78.8,75.0,74.9,0.022,100,8.33,20.4,20.8,98.0,50.3,3.8,218.7,18.9,8
2022-09-30,71,103,51,14,45,23,TIDAK SEHAT,90.3,77.0,75.3,74.5,0.0,0,0.0,21.7,17.2,90.6,47.5,3.9,208.2,17.9,7
2022-09-29,62,100,51,14,50,21,SEDANG,90.3,78.8,72.6,74.1,0.0,0,0.0,14.3,11.4,53.0,53.2,4.0,264.8,22.7,9
2022-09-28,62,92,51,13,55,24,SEDANG,91.4,77.0,73.1,74.1,0.0,0,0.0,11.4,14.5,332.9,52.1,3.8,272.6,23.5,9
2022-09-27,63,86,51,14,58,26,SEDANG,91.4,77.0,72.1,73.6,0.0,0,0.0,13.4,11.4,332.6,45.8,4.2,281.7,24.3,9
2022-09-26,57,79,51,14,56,26,SEDANG,93.2,75.2,72.7,73.7,0.421,100,8.33,11.9,11.4,305.7,46.0,3.9,275.3,23.8,9
2022-09-25,58,94,50,14,48,25,SEDANG,89.6,77.0,77.5,75.5,0.0,0,0.0,15.2,12.8,334.4,43.6,4.4,278.3,23.9,9
2022-09-24,57,83,50,17,39,33,SEDANG,92.5,75.2,77.2,75.4,0.0,0,0.0,26.4,15.0,72.8,47.4,3.8,270.1,23.3,9
2022-09-23,73,97,50,24,50,45,SEDANG,90.9,77.0,80.8,75.3,0.006,100,8.33,15.2,12.8,282.1,57.4,3.5,222.5,19.3,8
2022-09-22,63,90,50,16,37,24,SEDANG,88.3,77.0,81.8,75.5,0.819,100,12.5,25.3,13.9,238.8,57.4,3.1,237.3,20.5,8
2022-09-21,69,112,50,17,42,32,TIDAK SEHAT,89.7,75.2,77.6,75.2,0.006,100,16.67,13.9,10.3,317.8,62.3,3.7,245.0,21.1,8
2022-09-20,66,110,51,21,37,41,TIDAK SEHAT,89.7,75.2,71.5,72.5,0.0,0,0.0,12.1,13.4,351.3,50.5,3.7,272.0,23.5,9
2022-09-19,70,113,51,17,46,28,TIDAK SEHAT,93.4,77.0,76.6,74.5,0.004,100,4.17,14.1,11.4,291.7,47.7,3.6,243.4,21.1,8
