time,pm_sepuluh,pm_duakomalima,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida,kategori,tempmax,tempmin,humidity,dew,precip,precipprob,precipcover,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex
2022-09-18,72,113,51,21,43,33,TIDAK SEHAT,89.6,75.2,80.8,76.2,0.038,100,4.17,15.0,9.1,298.9,48.8,3.5,255.0,22.0,9
2022-09-17,70,103,51,19,49,35,TIDAK SEHAT,91.4,77.0,76.2,75.1,0.0,0,0.0,17.4,13.9,55.5,42.2,4.1,270.7,23.3,10
2022-09-16,62,100,51,18,52,33,SEDANG,91.5,77.0,73.9,73.5,0.002,100,8.33,12.8,12.4,239.6,52.0,3.6,248.3,21.4,8
2022-09-15,78,117,51,26,34,39,TIDAK SEHAT,90.9,77.0,71.5,73.1,0.0,0,0.0,11.2,11.2,307.5,49.5,3.9,240.6,20.7,8
2022-09-14,67,113,53,18,42,38,TIDAK SEHAT,89.8,75.2,72.0,72.5,0.0,0,0.0,13.6,11.1,30.0,43.0,3.8,235.7,20.2,8
2022-09-13,59,81,52,18,45,32,SEDANG,89.1,75.2,77.1,74.4,0.0,0,0.0,12.3,13.4,260.2,52.6,3.9,258.8,22.2,9
2022-09-12,53,79,52,18,35,27,SEDANG,88.8,75.2,79.4,74.4,0.001,100,4.17,16.8,11.1,281.2,57.2,3.8,245.5,21.1,9
2022-09-11,64,88,51,20,37,34,SEDANG,89.6,75.2,81.1,74.9,0.874,100,4.17,13.0,12.8,9.7,54.5,4.2,244.5,21.2,9
2022-09-10,56,72,48,22,41,39,SEDANG,86.0,75.2,87.5,74.8,0.012,100,8.33,24.2,15.0,247.9,63.8,3.5,148.1,12.9,8
2022-09-09,71,91,49,28,32,43,SEDANG,87.3,75.2,85.4,74.5,2.167,100,8.33,15.9,11.4,224.3,61.0,3.0,195.8,16.9,7
2022-09-08,61,87,48,26,32,45,SEDANG,83.0,77.0,89.1,75.4,0.104,100,16.67,15.2,8.1,232.3,64.6,3.0,127.8,11.1,6
2022-09-07,55,79,49,15,38,21,SEDANG,89.1,75.2,84.9,76.0,0.231,100,20.83,15.0,15.0,247.9,61.3,3.5,238.4,20.4,8
2022-09-06,63,86,51,12,43,17,SEDANG,93.3,78.8,75.7,75.4,0.016,100,12.5,15.4,17.2,65.7,57.6,4.3,221.7,19.2,8
2022-09-05,59,105,51,15,45,23,TIDAK SEHAT,91.4,77.0,74.4,74.9,0.0,0,0.0,15.9,13.9,39.9,57.8,3.8,242.6,21.0,9
2022-09-04,42,76,50,9,33,14,SEDANG,91.4,77.0,74.2,73.4,0.001,100,4.17,16.3,18.3,234.2,62.6,4.6,269.8,23.3,10
2022-09-03,64,102,50,18,37,31,TIDAK SEHAT,91.4,75.2,76.2,73.6,0.0,0,0.0,30.0,18.3,243.5,49.6,4.5,266.9,23.1,9
2022-09-02,71,108,51,21,35,32,TIDAK SEHAT,92.1,75.2,77.8,75.1,0.005,100,4.17,18.3,12.8,97.2,53.1,3.9,251.9,21.8,9
2022-10-26,39,43,51,11,27,17,SEDANG,88.0,73.4,83.4,74.5,0.589,100,12.5,28.9,17.2,262.6,63.1,4.1,105.2,9.2,5
2022-10-25,27,53,51,9,30,19,SEDANG,88.5,77.0,85.2,75.5,0.068,100,8.33,22.8,14.6,264.5,50.2,3.9,167.4,14.5,6
2022-10-24,41,57,50,10,31,18,SEDANG,92.0,77.0,77.3,73.9,0.0,0,0.0,25.3,17.6,250.0,52.2,4.7,207.0,18.0,7
2022-10-23,52,66,51,11,45,21,SEDANG,90.2,77.0,81.8,76.5,1.464,100,12.5,14.3,13.9,259.4,66.6,4.0,111.1,9.6,5
2022-10-22,58,82,51,19,39,41,SEDANG,89.6,77.0,80.5,76.5,0.0,0,0.0,13.2,8.1,290.2,53.1,4.4,217.9,18.8,9
2022-10-21,52,67,50,16,31,27,SEDANG,87.8,76.9,81.5,75.6,0.001,100,4.17,14.3,10.3,254.0,59.0,4.5,170.6,14.7,7
2022-10-20,67,88,51,28,47,45,SEDANG,87.8,77.0,84.2,76.0,0.0,0,0.0,11.4,10.1,241.8,58.1,3.6,186.4,16.0,6
2022-10-19,64,92,51,22,42,44,SEDANG,88.5,77.0,85.9,75.9,0.762,100,4.17,12.8,11.4,235.2,63.7,3.2,139.7,12.0,5
2022-10-18,59,79,50,16,45,35,SEDANG,87.5,78.7,82.8,76.0,0.001,100,4.17,13.6,9.0,318.9,52.9,3.2,196.5,16.9,7
2022-10-17,56,85,51,13,54,25,SEDANG,90.9,76.9,80.5,76.6,0.152,100,4.17,15.2,13.9,190.3,52.4,3.6,236.3,20.3,9
2022-10-16,62,93,51,19,52,36,SEDANG,89.6,77.0,83.1,76.9,0.38,100,4.17,14.3,8.1,3.7,54.1,4.1,237.5,20.4,8
2022-10-15,55,78,51,13,58,27,SEDANG,89.6,77.0,81.5,75.8,0.458,100,12.5,13.4,11.4,177.5,57.6,4.1,211.7,18.3,7
2022-10-14,67,94,50,28,47,45,SEDANG,90.2,76.9,78.4,74.7,0.012,100,8.33,16.3,16.7,296.1,50.8,4.1,212.3,18.4,8
2022-10-13,63,91,52,17,54,36,SEDANG,90.3,77.0,82.1,75.0,0.85,100,4.17,21.9,14.7,206.3,61.5,3.4,210.6,18.2,7
2022-10-12,70,97,54,27,44,42,SEDANG,89.5,75.2,79.0,74.2,0.002,100,8.33,14.1,11.4,83.6,50.9,3.9,201.4,17.3,8
2022-10-11,77,126,51,23,59,45,TIDAK SEHAT,89.1,75.2,82.6,74.9,0.663,100,4.17,17.0,13.9,262.2,54.0,3.5,232.1,20.0,9
2022-10-10,54,74,50,14,38,25,SEDANG,88.5,75.2,80.7,74.7,0.0,0,0.0,13.2,11.1,293.6,54.9,3.8,193.0,16.6,7
2022-10-09,58,95,50,24,39,35,SEDANG,89.6,77.0,81.6,75.3,0.004,100,4.17,14.3,18.3,263.4,57.9,3.6,245.0,21.2,9
2022-10-08,35,61,50,17,28,25,SEDANG,90.7,73.4,77.2,73.5,0.0,0,0.0,13.4,13.9,250.3,50.5,4.7,186.4,16.2,7
2022-10-07,51,66,53,17,35,34,SEDANG,88.0,75.2,87.1,75.3,0.212,100,16.67,23.0,14.4,249.5,68.4,3.6,150.7,12.9,6
2022-10-06,61,89,51,20,39,32,SEDANG,89.7,77.0,85.2,75.9,1.714,100,12.5,17.2,16.7,207.9,61.8,3.4,207.5,17.8,8
2022-10-05,51,68,50,22,36,42,SEDANG,86.2,77.0,85.7,76.3,0.156,100,8.33,15.9,10.3,52.4,53.7,3.7,225.6,19.5,8
2022-10-04,67,98,51,15,40,33,SEDANG,89.8,77.0,85.2,75.3,0.858,100,12.5,28.9,13.9,185.7,59.9,3.3,172.6,15.1,8
2022-10-03,56,76,51,18,38,35,SEDANG,91.4,77.0,80.2,75.9,0.077,100,8.33,15.2,9.2,276.6,65.6,3.7,197.4,17.1,8
2022-10-02,54,79,50,12,43,19,SEDANG,86.1,75.2,86.3,76.1,0.646,100,12.5,26.4,7.9,294.2,59.4,3.9,231.1,20.0,9
2022-10-01,80,128,52,14,39,21,TIDAK SEHAT,93.2,78.8,74.5,76.2,0.0,0,0.0,16.8,15.9,69.6,50.5,4.6,244.9,21.2,8
2022-10-27,41,66,51,18,35,27,SEDANG,91.4,73.4,76.1,73.3,0.0,0,0.0,15.7,13.9,260.6,46.3,4.3,248.6,21.4,9
2022-10-28,54,77,51,16,33,32,SEDANG,94.3,75.2,67.4,70.6,0.0,0,0.0,26.4,17.2,250.1,42.7,4.8,295.2,25.7,9
2022-10-29,53,86,51,15,41,29,SEDANG,91.4,77.0,72.9,73.9,0.0,0,0.0,12.1,10.3,271.5,47.6,4.8,273.4,23.4,9
2022-10-30,51,87,51,11,49,19,SEDANG,93.2,73.4,72.1,72.8,0.0,0,0.0,13.4,11.4,280.7,41.6,4.9,307.3,26.6,10
2022-10-31,60,78,51,21,44,22,SEDANG,90.9,77.0,74.5,74.4,0.0,0,0.0,13.9,10.3,325.4,50.8,4.1,247.1,21.4,8
2022-11-01,49,70,51,10,44,21,SEDANG,90.9,75.2,75.5,74.8,0.0,0,0.0,13.2,9.0,280.0,46.7,3.8,262.3,22.6,9
2022-11-02,84,144,51,14,54,34,TIDAK SEHAT,90.9,77.0,78.9,75.8,0.001,100,4.17,14.5,14.7,344.9,52.7,3.9,273.3,23.6,10
2022-11-03,65,89,51,13,49,23,SEDANG,89.6,77.0,80.6,75.5,0.001,100,4.17,13.0,11.4,75.6,56.4,3.5,219.0,18.8,7
2022-11-04,66,95,52,23,49,42,SEDANG,93.2,75.1,79.5,74.9,1.032,100,8.33,13.6,10.1,282.3,59.1,3.8,236.2,20.3,8
2022-11-05,62,81,51,22,55,42,SEDANG,89.6,75.2,83.5,75.2,0.002,100,8.33,14.1,11.4,247.6,54.6,4.1,186.7,16.3,7
2022-11-06,63,90,51,18,38,34,SEDANG,87.8,75.2,83.2,75.9,0.0,0,0.0,13.9,11.4,269.2,52.4,4.5,185.7,16.1,7
2022-11-07,74,104,51,13,48,22,TIDAK SEHAT,85.4,73.4,87.5,76.4,0.11,100,20.83,12.8,19.7,173.5,72.4,3.1,202.5,17.4,8
2022-11-08,66,101,53,30,36,50,TIDAK SEHAT,86.2,77.0,86.5,75.7,0.296,100,12.5,13.0,11.5,178.8,57.0,3.1,131.0,11.3,5
2022-11-09,64,96,51,25,41,47,SEDANG,89.1,75.2,79.8,74.4,0.0,0,0.0,16.1,13.9,242.1,49.5,3.9,188.5,16.2,6
2022-11-10,53,76,51,18,29,30,SEDANG,88.5,77.0,82.6,75.8,0.542,100,12.5,18.1,13.9,268.3,56.8,4.5,119.9,10.2,5
2022-11-11,46,71,51,19,31,25,SEDANG,88.3,77.0,80.6,74.2,0.027,100,8.33,42.5,28.9,248.1,53.7,4.6,199.2,17.2,7
2022-11-12,40,61,51,11,36,18,SEDANG,89.6,75.2,86.5,75.5,0.018,100,12.5,16.6,16.1,247.2,59.3,4.0,213.2,18.5,9
2022-11-13,38,63,51,17,38,27,SEDANG,86.0,75.2,87.5,75.5,0.011,100,4.17,16.1,13.9,243.8,57.6,4.1,179.4,15.6,7
2022-11-14,60,85,51,17,44,28,SEDANG,90.2,75.2,81.5,75.4,0.019,100,4.17,13.0,11.4,255.1,49.6,4.6,240.0,20.8,9
2022-11-15,59,95,51,16,39,33,SEDANG,90.2,77.0,79.9,75.3,0.0,0,0.0,18.6,16.1,265.7,49.3,4.3,188.8,16.4,6
2022-11-16,54,80,52,10,31,22,SEDANG,90.3,78.8,77.4,75.7,0.0,0,0.0,20.8,12.4,347.3,53.4,4.2,199.7,17.1,8
2022-11-17,58,72,52,12,35,25,SEDANG,83.5,75.2,89.9,75.6,2.236,100,16.67,20.8,11.4,238.3,65.3,3.2,80.5,6.9,3
2022-11-18,42,53,53,16,29,27,SEDANG,89.7,75.2,78.9,74.0,0.0,0,0.0,21.7,18.3,255.4,52.6,3.9,239.6,20.7,9
2022-11-19,47,77,56,12,27,24,SEDANG,91.4,77.0,78.7,75.1,0.0,0,0.0,27.7,19.7,263.5,52.5,4.5,215.5,18.6,7
2022-11-20,34,51,51,7,30,12,SEDANG,91.6,77.0,76.6,74.8,0.0,0,0.0,24.2,21.9,252.9,41.9,4.9,238.7,20.5,8
2022-11-21,40,62,51,11,29,19,SEDANG,93.4,75.2,72.1,73.4,0.0,0,0.0,24.2,17.2,258.0,48.5,4.5,276.4,23.8,9
2022-11-22,46,72,51,10,26,15,SEDANG,93.4,77.0,73.1,74.1,0.0,0,0.0,28.9,23.0,245.2,46.7,4.9,242.7,20.9,9
2022-11-23,50,71,52,11,29,23,SEDANG,91.4,77.0,74.1,74.0,0.115,100,8.33,21.0,16.1,258.4,55.5,4.2,222.2,19.1,8
2022-11-24,51,66,52,10,34,24,SEDANG,89.6,77.0,79.4,75.1,0.016,100,8.33,23.7,16.1,248.0,51.8,4.2,168.0,14.4,7
2022-11-25,52,77,52,15,38,26,SEDANG,89.6,77.0,81.7,75.0,0.0,0,0.0,12.3,10.3,276.5,56.9,4.1,248.1,21.3,8
2022-11-26,80,131,51,20,42,45,TIDAK SEHAT,91.4,76.4,85.6,75.6,0.654,100,8.33,10.7,18.3,233.2,63.8,4.4,121.9,10.6,5
2022-11-27,74,112,52,24,37,36,TIDAK SEHAT,87.8,76.7,81.3,75.5,0.076,100,4.17,11.9,12.8,20.9,54.7,3.7,260.7,22.4,9
2022-11-28,59,83,51,14,50,31,SEDANG,89.6,75.2,84.4,76.6,0.654,100,12.5,13.0,17.2,36.7,62.3,3.9,243.1,21.0,9
2022-11-29,53,73,51,22,48,32,SEDANG,89.6,75.2,80.2,75.8,0.011,100,8.33,19.7,16.8,304.8,50.1,4.4,279.2,24.0,10
2022-11-30,65,97,52,13,40,31,SEDANG,89.6,76.9,78.3,75.2,0.001,100,4.17,12.3,9.2,289.8,53.5,4.5,204.7,17.7,6
2022-12-01,64,93,52,17,50,31,SEDANG,89.6,75.2,81.8,75.7,0.0,0,0.0,13.6,14.7,284.7,55.6,4.1,265.6,22.9,9
2022-12-02,60,94,52,18,42,30,SEDANG,86.0,76.9,81.5,75.4,0.152,100,4.17,12.5,9.2,294.6,50.3,4.4,211.1,18.1,7
2022-12-03,60,100,52,16,49,31,SEDANG,89.6,75.1,79.3,74.7,0.001,100,4.17,12.5,11.4,271.7,53.8,4.4,261.6,22.7,9
2022-12-04,65,95,52,19,45,34,SEDANG,89.6,77.0,78.2,75.1,0.012,100,4.17,15.7,15.7,306.3,52.3,4.7,212.2,18.2,8
2022-12-05,74,117,52,19,48,33,TIDAK SEHAT,89.6,77.0,79.0,75.1,0.005,100,4.17,12.3,12.8,295.1,50.7,3.9,225.6,19.5,8
2022-12-06,70,107,49,24,41,44,TIDAK SEHAT,87.8,75.1,82.6,75.5,0.003,100,4.17,14.3,10.3,332.8,59.2,3.8,193.4,16.6,8
2022-12-07,53,88,52,21,37,40,SEDANG,87.8,75.1,82.0,75.6,0.001,100,4.17,13.2,11.2,331.6,54.3,3.8,220.9,19.0,8
2022-12-08,51,85,52,16,47,35,SEDANG,91.4,75.1,79.2,74.6,0.118,100,4.17,13.0,15.0,244.1,52.7,4.4,201.4,17.2,8
2022-12-09,59,94,51,21,31,41,SEDANG,87.8,75.1,87.7,74.7,0.537,100,16.67,18.8,19.7,268.2,64.2,3.6,222.9,19.3,9
2022-12-10,42,72,52,27,29,35,SEDANG,91.4,75.2,76.6,74.0,0.009,100,8.33,15.2,12.8,253.4,53.5,4.8,236.0,20.4,9
2022-12-11,44,72,52,20,31,32,SEDANG,88.9,77.0,77.9,74.5,0.0,0,0.0,25.3,18.3,275.0,46.9,4.6,226.2,19.4,9
2022-12-12,37,62,51,10,32,22,SEDANG,92.7,77.0,75.4,73.6,0.078,100,8.33,14.3,22.0,255.7,51.2,4.3,228.6,19.8,8
2022-12-13,47,71,51,13,28,23,SEDANG,90.1,76.9,77.2,73.6,0.0,0,0.0,19.9,20.8,262.8,47.3,4.6,231.1,19.8,9
2022-12-14,46,71,51,10,30,17,SEDANG,89.6,75.1,77.6,75.0,0.0,0,0.0,21.9,14.7,251.4,53.5,4.5,209.9,18.3,7
2022-12-15,28,60,52,10,29,23,SEDANG,93.2,76.9,69.0,73.3,0.001,100,4.17,20.4,54.5,269.8,43.7,5.0,288.1,24.7,9
2022-12-16,56,83,52,12,28,30,SEDANG,89.6,77.0,79.8,74.5,0.082,100,8.33,18.1,16.1,259.3,54.0,4.0,235.2,20.4,8
2022-12-17,65,98,52,30,38,45,SEDANG,93.2,75.2,82.0,76.0,0.086,100,12.5,17.4,11.4,290.6,53.9,3.8,146.3,12.6,6
2022-12-18,64,96,52,26,46,45,SEDANG,89.6,77.0,82.8,76.4,0.19,100,4.17,16.8,13.9,298.9,52.9,3.7,234.8,20.2,9
2022-12-19,64,99,57,28,39,48,SEDANG,90.9,77.0,79.3,75.2,0.0,0,0.0,14.8,11.1,341.1,45.6,3.9,216.0,18.7,8
2022-12-20,85,154,54,23,29,47,TIDAK SEHAT,87.3,77.0,81.5,75.6,0.001,100,4.17,17.7,12.5,311.5,50.5,3.8,233.7,20.0,8
2022-12-21,57,86,62,45,27,32,SEDANG,89.6,78.8,83.1,76.6,0.038,100,4.17,24.2,14.8,279.4,55.7,3.5,244.1,21.0,9
2022-12-22,49,65,59,49,23,24,SEDANG,87.9,75.2,85.7,75.4,1.054,100,12.5,21.5,12.9,262.5,69.5,3.8,156.0,13.5,6
2022-12-23,31,40,57,38,24,18,SEDANG,84.7,75.2,86.4,75.8,0.571,100,12.5,20.8,12.8,290.1,65.5,4.2,127.4,11.1,5
2022-12-24,58,92,57,55,26,24,SEDANG,87.8,77.0,84.9,76.4,0.038,100,8.33,19.7,14.8,303.1,68.6,3.6,202.1,17.5,8
2022-12-25,42,56,57,45,25,18,SEDANG,82.6,75.2,89.8,75.8,0.595,100,20.83,22.1,15.0,283.6,75.5,3.5,122.0,10.4,6
2022-12-26,43,62,58,54,25,27,SEDANG,83.7,75.2,91.4,75.6,0.278,100,16.67,24.2,13.9,253.1,66.4,3.2,119.6,10.3,5
2022-12-27,36,47,58,42,20,18,SEDANG,83.1,73.4,85.8,73.4,0.054,100,12.5,23.9,19.6,261.1,64.5,3.8,159.6,13.7,7
2022-12-28,46,66,57,41,15,19,SEDANG,85.5,73.4,89.2,74.0,0.901,100,16.67,30.0,19.7,263.6,60.2,3.5,128.7,11.1,6
2022-12-29,23,50,57,12,16,15,SEDANG,84.5,73.4,86.9,74.3,0.43,100,12.5,28.2,14.2,275.8,68.8,4.1,117.4,10.1,5
2022-01-11,46,60,53,12,37,28,SEDANG,88.5,75.2,88.4,75.9,2.466,100,25.0,22.6,12.5,272.1,70.2,3.4,143.7,12.4,6
2022-01-10,60,87,51,13,36,26,SEDANG,88.5,77.5,82.5,76.2,0.438,100,8.33,19.0,12.5,295.9,55.6,3.9,235.5,20.2,8
2022-01-09,56,82,52,14,39,27,SEDANG,89.6,77.5,78.1,76.0,0.0,0,0.0,19.0,17.9,286.0,53.5,3.9,218.9,18.9,8
2022-01-08,55,77,52,17,41,29,SEDANG,90.1,75.7,79.4,75.7,0.0,0,0.0,14.8,12.8,295.5,52.1,3.7,266.6,23.1,9
2022-01-07,71,113,48,22,38,41,TIDAK SEHAT,93.7,75.7,79.2,74.8,0.014,100,12.5,19.2,10.9,245.9,53.4,3.8,233.4,20.1,8
2022-01-06,73,117,53,16,48,42,TIDAK SEHAT,89.6,77.0,87.0,77.2,0.529,100,16.67,17.0,11.2,308.8,61.5,3.2,226.3,19.5,8
2022-01-05,95,165,53,18,55,32,TIDAK SEHAT,90.9,77.0,77.3,75.5,1.102,100,4.17,12.1,8.9,335.5,47.8,3.4,255.1,22.1,8
2022-01-04,59,102,51,14,51,26,TIDAK SEHAT,90.9,75.2,75.4,74.1,0.0,0,0.0,11.2,11.2,329.5,43.4,3.9,291.8,25.1,10
2022-01-03,49,80,49,13,37,21,SEDANG,93.7,74.7,72.4,73.2,0.0,0,0.0,11.4,13.0,289.0,43.1,4.1,283.9,24.5,9
2022-01-02,40,70,45,10,36,11,SEDANG,90.9,77.0,79.3,75.1,0.0,0,0.0,19.0,13.9,266.1,49.8,4.3,220.2,19.0,7
2022-01-01,57,85,48,13,34,18,SEDANG,90.1,77.0,77.5,75.3,0.019,100,4.17,23.0,13.4,262.2,50.9,4.2,249.2,20.6,9
2022-01-31,72,119,58,44,53,44,TIDAK SEHAT,89.1,77.0,77.8,75.1,0.0,0,0.0,18.3,10.3,316.2,54.6,3.7,201.1,17.4,8
2022-01-30,75,129,53,25,59,50,TIDAK SEHAT,89.1,77.0,79.9,75.5,0.0,0,0.0,14.5,11.2,295.1,51.1,3.2,245.1,21.2,9
2022-01-29,65,120,52,30,52,46,TIDAK SEHAT,89.1,75.7,81.2,75.4,0.0,0,0.0,14.3,12.4,321.4,46.3,3.4,199.0,17.4,7
2022-01-28,63,84,52,12,60,28,SEDANG,90.9,77.0,83.1,75.6,0.192,100,8.33,18.8,11.2,273.3,50.2,3.8,229.5,19.9,9
2022-01-27,58,75,47,14,48,25,SEDANG,90.3,75.7,80.4,75.7,0.0,0,0.0,19.7,12.8,304.8,49.3,4.0,248.2,21.6,9
2022-01-26,38,56,45,14,57,24,SEDANG,86.0,76.5,86.9,76.6,0.029,100,8.33,17.7,8.2,280.8,61.0,3.9,186.9,16.1,7
2022-01-25,41,58,46,9,51,19,SEDANG,89.1,77.0,79.2,76.2,0.192,100,8.33,21.9,15.5,267.2,50.3,4.6,207.8,17.9,7
2022-01-24,57,74,48,11,58,18,SEDANG,93.9,77.0,74.4,75.0,0.0,0,0.0,22.6,18.0,250.9,43.9,4.3,270.8,23.4,9
2022-01-23,57,73,50,11,35,15,SEDANG,91.6,77.0,76.2,75.4,0.0,0,0.0,17.2,15.8,277.9,46.9,4.0,237.4,20.6,8
2022-01-22,52,73,51,12,39,20,SEDANG,87.3,75.2,85.0,75.7,0.352,100,16.67,13.2,10.3,278.7,57.6,3.7,97.3,8.4,6
2022-01-21,40,57,51,15,51,23,SEDANG,87.8,75.2,82.0,75.0,0.02,100,8.33,20.8,14.6,286.4,54.2,3.9,238.4,20.6,8
2022-01-20,40,57,55,14,68,24,SEDANG,85.5,75.2,87.1,74.2,0.006,100,8.33,19.5,9.4,248.9,59.1,3.9,84.3,7.2,4
2022-01-19,45,61,45,15,69,22,SEDANG,86.7,75.2,85.8,75.7,2.124,100,16.67,34.4,17.7,294.3,71.8,3.8,235.2,20.2,8
2022-01-18,54,67,47,14,59,33,SEDANG,82.7,75.2,92.0,76.4,6.397,100,29.17,25.3,13.4,305.5,73.9,3.2,160.2,13.8,5
2022-01-17,67,93,44,19,63,28,SEDANG,87.8,77.0,85.2,76.9,0.246,100,16.67,18.6,13.7,308.0,66.0,3.7,235.3,20.3,9
2022-01-16,67,102,47,20,65,32,TIDAK SEHAT,84.2,77.0,90.1,77.6,0.465,100,8.33,17.2,9.1,304.6,54.3,3.1,206.1,17.6,7
2022-01-15,55,69,51,15,68,29,SEDANG,84.2,75.2,87.3,76.2,0.144,100,8.33,18.8,10.3,293.4,65.5,3.7,167.9,14.5,6
2022-01-14,46,63,48,15,63,32,SEDANG,84.3,75.2,87.0,75.9,0.53,100,8.33,17.9,12.1,306.2,59.0,3.5,224.4,19.4,8
2022-01-13,38,62,52,15,63,32,SEDANG,87.3,75.2,85.4,75.7,0.034,100,12.5,17.0,15.0,309.7,56.5,3.9,130.6,11.3,6
2022-01-12,46,59,51,15,38,29,SEDANG,88.0,75.2,88.0,75.6,0.77,100,12.5,32.2,14.6,295.0,65.7,3.6,205.0,17.6,7
2022-04-28,42,83,41,12,59,20,SEDANG,93.6,75.2,83.4,75.6,0.119,100,4.17,17.9,13.9,244.4,63.9,4.6,88.5,7.6,4
2022-04-27,47,91,44,13,45,26,SEDANG,89.6,75.2,81.2,76.3,0.204,100,8.33,35.8,19.7,335.6,63.1,4.1,177.2,15.4,6
2022-04-26,59,82,41,13,70,29,SEDANG,92.8,77.0,80.5,76.3,0.116,100,4.17,15.9,13.9,270.5,47.0,4.4,229.6,19.9,8
2022-04-25,60,118,44,14,99,28,TIDAK SEHAT,93.2,75.2,80.6,76.1,0.904,100,8.33,13.0,16.1,230.8,57.6,3.6,260.7,22.7,9
2022-04-24,63,114,41,24,82,30,TIDAK SEHAT,91.4,77.0,80.4,76.6,0.225,100,8.33,15.2,12.5,305.0,55.0,4.3,229.8,19.8,8
2022-04-23,60,108,42,30,52,43,TIDAK SEHAT,91.6,77.0,82.3,76.6,0.0,0,0.0,12.1,11.2,357.2,47.2,3.9,221.8,19.2,8
2022-04-22,83,128,49,25,52,42,TIDAK SEHAT,87.8,77.0,89.3,75.9,0.251,100,12.5,20.8,10.3,133.6,66.4,3.1,180.8,15.6,7
2022-04-21,46,56,41,15,43,24,SEDANG,84.2,77.0,87.6,76.2,0.468,100,8.33,16.6,10.3,233.9,59.0,3.9,80.0,6.9,3
2022-04-20,61,105,42,18,69,34,TIDAK SEHAT,91.4,77.0,80.2,76.2,0.152,100,4.17,18.8,17.2,269.1,55.9,4.0,183.8,15.9,7
2022-04-19,52,78,41,13,84,29,SEDANG,91.4,77.0,80.8,76.4,0.018,100,8.33,21.9,13.9,288.7,57.6,3.6,198.0,17.1,7
2022-04-18,73,135,40,13,88,14,TIDAK SEHAT,93.2,78.8,79.7,77.9,0.625,100,16.67,13.4,13.6,79.0,56.0,4.7,254.2,22.1,9
2022-03-01,27,50,44,11,17,12,BAIK,84.2,73.9,89.1,75.1,0.641,100,16.67,25.1,15.0,257.4,66.8,3.6,185.3,16.2,8
2022-03-31,95,160,49,34,137,34,TIDAK SEHAT,90.9,77.0,79.8,75.8,0.0,0,0.0,15.0,11.2,257.7,51.1,3.5,258.6,22.4,9
2022-03-30,75,119,42,20,109,35,TIDAK SEHAT,90.9,77.5,76.0,75.3,0.0,0,0.0,12.3,7.3,294.3,50.4,3.2,265.3,23.0,9
2022-03-29,61,117,44,17,52,31,TIDAK SEHAT,90.9,77.5,77.6,76.1,0.0,0,0.0,15.4,8.1,285.6,46.6,3.6,257.1,22.3,9
2022-03-28,49,62,40,12,59,28,SEDANG,90.9,75.7,82.6,76.0,0.214,100,12.5,15.4,16.7,320.0,57.7,3.7,251.8,21.7,10
2022-03-27,84,126,46,49,42,51,TIDAK SEHAT,90.3,75.2,85.3,76.1,0.36,100,12.5,30.0,18.3,268.4,58.6,3.3,213.9,18.5,8
2022-03-26,67,92,43,17,49,29,SEDANG,86.0,75.7,89.4,76.2,0.91,100,8.33,25.3,7.4,256.4,53.7,3.1,229.1,20.0,8
2022-03-25,90,122,51,19,70,29,TIDAK SEHAT,91.4,78.8,79.9,77.1,0.0,0,0.0,14.1,12.1,37.2,50.3,3.3,260.5,22.6,9
2022-03-24,43,65,43,15,40,22,SEDANG,90.9,75.7,77.2,75.0,0.19,100,4.17,15.2,16.7,318.7,46.4,3.9,258.0,22.3,9
2022-03-23,46,61,41,16,34,19,SEDANG,89.7,76.3,82.8,75.7,0.005,100,4.17,35.8,16.9,249.7,53.6,4.0,222.8,19.2,8
2022-03-22,50,63,38,12,35,17,SEDANG,90.9,77.5,77.1,75.4,0.076,100,4.17,20.1,13.8,272.7,46.9,4.2,233.2,20.2,9
2022-03-21,38,53,38,10,34,8,SEDANG,91.7,78.8,73.1,74.3,0.0,0,0.0,25.3,17.2,247.5,47.6,4.5,254.6,22.2,9
2022-03-20,55,71,39,13,34,14,SEDANG,94.7,78.1,71.0,73.9,0.0,0,0.0,28.9,20.9,251.3,44.3,4.4,242.2,21.0,9
2022-03-19,46,73,40,15,48,20,SEDANG,92.7,78.3,76.0,75.5,0.0,0,0.0,20.6,18.3,249.7,49.2,4.3,249.4,21.6,8
2022-03-18,67,111,40,23,69,32,TIDAK SEHAT,90.9,77.0,82.8,76.9,0.0,0,0.0,15.0,15.1,247.9,51.6,3.4,250.7,21.7,9
2022-03-17,77,141,40,23,77,28,TIDAK SEHAT,90.3,78.8,82.8,77.7,0.026,100,12.5,15.2,11.4,275.2,56.5,3.1,256.7,22.2,9
2022-03-16,51,76,41,21,53,25,SEDANG,91.4,75.2,80.1,75.7,0.0,0,0.0,14.8,10.7,34.4,48.5,3.5,265.0,23.0,9
2022-03-15,56,97,41,22,54,28,SEDANG,85.3,77.0,89.0,76.4,0.231,100,4.17,11.4,12.5,239.2,63.8,3.4,137.9,11.8,6
2022-03-14,60,109,39,25,80,31,TIDAK SEHAT,92.7,78.8,82.2,77.1,0.13,100,12.5,28.9,10.3,262.1,53.2,3.7,234.3,20.3,9
