pm_sepuluh,pm_duakomalima,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida,tempmax,tempmin,humidity,dew,precip,precipprob,precipcover,windgust,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,kategori
0.41860465116279066,1.0,0.2688172043010753,0.09876543209876543,0.5033557046979865,0.10909090909090909,0.29081632653061185,0.5354330708661417,0.5763157894736846,0.5210084033613454,0.0,0.0,0.0,0.3909348441926346,0.15470494417862835,0.8178780284043442,0.6885813148788928,0.3448275862068966,0.5139481457170988,0.5132075471698113,0.75,0.0
0.9224806201550387,1.0,0.2795698924731183,0.8148148148148148,0.5503355704697986,0.2636363636363636,0.30102040816326525,0.393700787401575,0.6684210526315792,0.6974789915966388,0.0,0.0,0.0,0.23229461756373945,0.11802232854864433,0.9005847953216375,0.5103806228373702,0.3448275862068966,0.4650475877912701,0.4641509433962264,0.625,0.5
0.14728682170542634,1.0,0.11827956989247312,0.9753086419753085,0.35570469798657717,0.00909090909090909,0.07142857142857117,0.393700787401575,0.9500000000000004,0.6974789915966388,0.34219165233703297,1.0,0.3000120004800192,0.169971671388102,0.012759170653907484,0.7348927875243665,0.9031141868512111,0.1724137931034483,0.29504430587463076,0.290566037735849,0.5,0.0
0.5736434108527132,1.0,0.22580645161290325,0.5061728395061729,0.7651006711409396,0.07272727272727272,0.3163265306122449,0.393700787401575,0.6894736842105262,0.6218487394957988,0.04064405189932781,1.0,0.0999639985599424,0.2974504249291785,0.113237639553429,0.7780562517404623,0.5605536332179932,0.27586206896551735,0.6432556613062028,0.6452830188679245,0.875,0.5
0.6046511627906976,1.0,0.2688172043010753,0.35802469135802467,0.44966442953020136,0.12727272727272726,0.38265306122448983,0.393700787401575,0.6894736842105262,0.6218487394957988,0.015319681100515866,1.0,0.20004800192007682,0.5439093484419264,0.16108452950558216,0.7273739905318853,0.63840830449827,0.413793103448276,0.5126353790613719,0.5132075471698113,0.75,0.5
0.007751937984496124,1.0,0.16129032258064518,0.8518518518518519,0.2348993288590604,0.00909090909090909,0.19897959183673475,0.393700787401575,0.7315789473684216,0.5882352941176476,0.03532906049710802,1.0,0.20004800192007682,0.5439093484419264,0.1690590111642743,0.7134502923976609,0.78719723183391,0.413793103448276,0.19658680669510992,0.20377358490566042,0.25,0.0
0.16279069767441862,1.0,0.22580645161290325,0.04938271604938271,0.3422818791946309,0.00909090909090909,0.17346938775510257,0.393700787401575,0.6842105263157896,0.5294117647058831,0.0773800218852587,1.0,0.1500060002400096,0.5070821529745043,0.13237639553429026,0.7577276524644946,0.685121107266436,0.5517241379310345,0.16245487364620936,0.1660377358490566,0.125,0.0
0.1937984496124031,1.0,0.2795698924731183,0.024691358024691357,0.3959731543624161,0.045454545454545456,0.29081632653061185,0.393700787401575,0.8105263157894742,0.613445378151261,0.2376113803345318,1.0,0.249969998799952,0.4560906515580737,0.1866028708133971,0.7599554441659705,0.8494809688581315,0.3793103448275863,0.20282244830981294,0.20754716981132074,0.25,0.0
0.10852713178294573,1.0,0.1827956989247312,0.9506172839506173,0.32885906040268453,0.02727272727272727,0.22959183673469408,0.393700787401575,0.8,0.6386554621848743,0.17148663435985617,1.0,0.249969998799952,0.4560906515580737,0.0861244019138756,0.8111946532999165,0.8269896193771626,0.3103448275862071,0.31309484739087623,0.31698113207547174,0.375,0.0
0.3565891472868217,1.0,0.1827956989247312,0.24691358024691357,0.35570469798657717,0.9545454545454545,0.16326530612244916,0.4330708661417324,0.7605263157894739,0.6806722689075633,0.039237142410504924,1.0,0.0999639985599424,0.4985835694050992,0.051036682615629964,0.7936507936507937,0.6280276816608996,0.3103448275862071,0.4207417131604857,0.4226415094339623,0.5,0.0
0.6356589147286822,0.7931034482758621,0.2688172043010753,0.43209876543209874,0.1610738255033557,0.43636363636363634,0.38265306122448983,0.5354330708661417,0.6947368421052633,0.689075630252102,0.0518993278099109,1.0,0.0999639985599424,0.4220963172804534,0.13556618819776714,0.8549150654413813,0.6262975778546713,0.3448275862068966,0.7479488021004267,0.7509433962264151,1.0,0.5
0.1937984496124031,0.46798029556650245,0.2688172043010753,0.12345679012345678,0.174496644295302,0.3,0.29081632653061185,0.4803149606299204,0.7000000000000004,0.689075630252102,0.049867125214944505,1.0,0.1500060002400096,0.5070821529745043,0.10845295055821372,0.8279030910609858,0.7404844290657437,0.413793103448276,0.5438135871348868,0.5471698113207547,0.625,0.0
0.09302325581395349,0.35960591133004927,0.22580645161290325,0.04938271604938271,0.1476510067114094,0.1909090909090909,0.19897959183673475,0.393700787401575,0.8368421052631583,0.689075630252102,0.5258715022666874,1.0,0.3000120004800192,0.4929178470254958,0.15629984051036683,0.7811194653299918,0.8494809688581315,0.27586206896551735,0.289793239251723,0.29811320754716986,0.25,0.0
0.27906976744186046,0.5369458128078818,0.3010752688172043,0.12345679012345678,0.10067114093959731,0.3,0.29081632653061185,0.393700787401575,0.786842105263158,0.6722689075630264,0.11239643582929497,1.0,0.3000120004800192,0.5637393767705383,0.1866028708133971,0.8398774714564188,0.8027681660899655,0.3448275862068966,0.5950114867082376,0.5962264150943396,0.875,0.5
0.17829457364341084,0.3842364532019705,0.24731182795698928,0.12345679012345678,0.10067114093959731,0.24545454545454545,0.29081632653061185,0.4330708661417324,0.7236842105263157,0.6974789915966388,0.02047834922619978,1.0,0.1500060002400096,0.4872521246458924,0.12121212121212119,0.884433305485937,0.78719723183391,0.4482758620689655,0.6639317361339022,0.6641509433962264,0.75,0.0
0.14728682170542634,0.3645320197044335,0.2688172043010753,0.9506172839506173,0.2483221476510067,0.10909090909090909,0.3163265306122449,0.5354330708661417,0.5894736842105266,0.6806722689075633,0.2429263717367516,1.0,0.0999639985599424,0.4674220963172805,0.08452950558213715,0.9122807017543859,0.7508650519031141,0.4482758620689655,0.6993764358385297,0.6981132075471698,0.875,0.0
0.12403100775193798,0.2955665024630542,0.22580645161290325,0.9259259259259258,0.22147651006711408,0.05454545454545454,0.26530612244897966,0.5748031496062991,0.7473684210526319,0.7563025210084042,0.4341097389401282,1.0,0.249969998799952,0.5297450424929179,0.1722488038277512,0.8799777220829853,0.9204152249134949,0.27586206896551735,0.5658024286183131,0.5622641509433962,0.75,0.0
0.10852713178294573,0.3054187192118227,0.22580645161290325,0.024691358024691357,0.20134228187919462,0.14545454545454545,0.29081632653061185,0.393700787401575,0.7763157894736843,0.7478991596638656,0.11989995310301704,1.0,0.3000120004800192,0.4475920679886686,0.1722488038277512,0.8799777220829853,0.8598615916955017,0.3793103448275863,0.49721037085658015,0.49056603773584906,0.625,0.0
0.24031007751937983,0.4187192118226601,0.2795698924731183,0.07407407407407407,0.1476510067114094,0.2636363636363636,0.38265306122448983,0.4881889763779528,0.7210526315789474,0.7310924369747909,0.00781616382679381,1.0,0.0999639985599424,0.4050991501416431,0.0861244019138756,0.8635477582846004,0.7162629757785468,0.413793103448276,0.43321299638989164,0.4339622641509434,0.625,0.0
0.2248062015503876,0.39901477832512317,0.2688172043010753,0.024691358024691357,0.10067114093959731,0.12727272727272726,0.3214285714285712,0.5354330708661417,0.6763157894736842,0.6638655462184877,0.006409254337970924,1.0,0.0999639985599424,0.4560906515580737,0.11961722488038276,0.723196881091618,0.5501730103806228,0.48275862068965525,0.32129963898916963,0.31698113207547174,0.625,0.0
0.13178294573643412,0.3891625615763547,0.3010752688172043,0.09876543209876543,0.9261744966442953,0.14545454545454545,0.4183673469387754,0.5275590551181102,0.6131578947368423,0.6050420168067241,0.0001563232765358762,1.0,0.05004200168006721,0.3994334277620397,0.5534290271132376,0.7524366471734893,0.28719723183391005,0.5172413793103448,0.6931407942238267,0.6943396226415095,0.875,0.0
0.3565891472868217,0.5270935960591133,0.3548387096774194,0.1728395061728395,0.013422818791946308,0.12727272727272726,0.2602040816326534,0.4881889763779528,0.692105263157895,0.6554621848739499,0.035954353603251527,1.0,1.0,0.3852691218130312,0.06060606060606061,0.8735728209412421,0.3166089965397924,0.5172413793103448,0.4401050213324582,0.4528301886792453,0.625,0.5
0.12403100775193798,0.3891625615763547,0.24731182795698928,0.9753086419753085,0.22147651006711408,0.12727272727272726,0.3214285714285712,0.3858267716535426,0.6605263157894739,0.6806722689075633,0.0262623104580272,1.0,0.750030001200048,0.4164305949008499,0.09728867623604465,0.8298524087997773,0.4463667820069204,0.413793103448276,0.5464391204463406,0.5509433962264151,0.625,0.0
0.24031007751937983,0.47783251231527096,0.20430107526881722,0.04938271604938271,0.22147651006711408,0.1909090909090909,0.17346938775510257,0.5354330708661417,0.8078947368421054,0.8319327731092443,0.14741284977333124,1.0,0.249969998799952,0.2776203966005666,0.09250398724082934,0.8699526594263437,0.726643598615917,0.3793103448275863,0.4148342632097145,0.4075471698113208,0.625,0.0
0.2558139534883721,0.47783251231527096,0.24731182795698928,0.09876543209876543,0.18791946308724833,0.3181818181818182,0.35714285714285676,0.5354330708661417,0.7315789473684216,0.7394957983193287,0.12662185399405973,1.0,0.20004800192007682,0.24079320113314448,0.12121212121212119,0.9289891395154554,0.698961937716263,0.413793103448276,0.4830981293075156,0.4830188679245283,0.625,0.0
0.13178294573643412,0.32019704433497537,0.20430107526881722,0.04938271604938271,0.20134228187919462,0.33636363636363636,0.0918367346938771,0.393700787401575,0.9605263157894737,0.7731092436974798,0.7283101453806471,1.0,0.3000120004800192,0.23229461756373945,0.0685805422647528,0.9053188526872737,0.773356401384083,0.206896551724138,0.3025927141450607,0.29811320754716986,0.375,0.0
0.32558139534883723,0.5763546798029556,0.3010752688172043,0.35802469135802467,0.10067114093959731,0.4727272727272727,0.17346938775510257,0.37795275590551203,0.7552631578947369,0.6638655462184877,0.018758793184305143,1.0,0.0999639985599424,0.4475920679886686,0.0861244019138756,0.7994987468671679,0.7768166089965398,0.413793103448276,0.2530357728913685,0.2603773584905661,0.5,0.5
0.3875968992248062,0.5960591133004927,0.39784946236559143,0.09876543209876543,0.10067114093959731,0.3909090909090909,0.29081632653061185,0.33858267716535373,0.7815789473684214,0.5546218487394965,0.2787244020634672,1.0,0.20004800192007682,0.3796033994334278,0.06698564593301434,0.7736006683375104,0.6591695501730104,0.413793103448276,0.3810305218247457,0.39245283018867927,0.5,0.5
0.17829457364341084,0.4236453201970443,0.22580645161290325,0.2839506172839506,0.10067114093959731,0.2818181818181818,0.16836734693877542,0.393700787401575,0.7394736842105265,0.6050420168067241,0.30232921682038455,1.0,0.20004800192007682,0.4164305949008499,0.15470494417862835,0.9103313840155945,0.8079584775086506,0.3793103448275863,0.26288152280932064,0.26415094339622647,0.375,0.0
0.1937984496124031,0.39901477832512317,0.20430107526881722,0.04938271604938271,0.20134228187919462,0.21818181818181817,0.1938775510204076,0.4724409448818898,0.7921052631578951,0.6974789915966388,0.012349538846334218,1.0,0.05004200168006721,0.4929178470254958,0.0861244019138756,0.849067112225007,0.8062283737024223,0.27586206896551735,0.2625533311453889,0.26415094339622647,0.375,0.0
0.20930232558139533,0.458128078817734,0.20430107526881722,0.024691358024691357,0.174496644295302,0.14545454545454545,0.3520408163265305,0.42519685039370003,0.6236842105263161,0.5966386554621854,0.02829451305299359,1.0,0.8000720028801153,0.2776203966005666,0.06060606060606061,0.9142300194931774,0.5380622837370241,0.48275862068965525,0.6842796192976698,0.6830188679245283,0.875,0.0
0.5116279069767442,0.6748768472906403,0.24731182795698928,0.2222222222222222,0.060402684563758385,0.2818181818181818,0.35714285714285676,0.5354330708661417,0.5921052631578949,0.6554621848739499,0.0,0.0,0.0,0.3031161473087819,0.08452950558213715,0.9019771651350599,0.607266435986159,0.4482758620689655,0.6357072530357729,0.6377358490566039,0.875,0.5
0.49612403100775193,0.645320197044335,0.2795698924731183,0.04938271604938271,0.2348993288590604,0.2818181818181818,0.5102040816326525,0.5354330708661417,0.6105263157894736,0.647058823529413,0.0018758793184305144,1.0,0.05004200168006721,0.4107648725212465,0.24401913875598086,0.8173210804789753,0.5380622837370241,0.3793103448275863,0.6695109944207417,0.6679245283018869,1.0,0.5
0.1937984496124031,0.43349753694581283,0.2795698924731183,0.024691358024691357,0.9261744966442953,0.12727272727272726,0.46938775510204067,0.393700787401575,0.6473684210526318,0.5294117647058831,0.0728466468657183,1.0,0.0999639985599424,0.6147308781869688,0.17862838915470491,0.7451963241436925,0.6660899653979238,0.7586206896551724,0.23367246471939612,0.23396226415094337,0.375,0.0
0.20930232558139533,0.4876847290640394,0.3548387096774194,0.07407407407407407,0.1476510067114094,0.14545454545454545,0.29081632653061185,0.393700787401575,0.7289473684210528,0.7563025210084042,0.008285133656401438,1.0,0.1500060002400096,0.5070821529745043,0.22807017543859648,0.9136730715678084,0.698961937716263,0.6896551724137931,0.3882507384312438,0.3886792452830189,0.375,0.0
0.17829457364341084,0.39901477832512317,0.20430107526881722,0.09876543209876543,0.20134228187919462,0.21818181818181817,0.38265306122448983,0.2519685039370083,0.7263157894736845,0.6554621848739499,0.08113178052211975,1.0,0.1500060002400096,0.5127478753541077,0.12599681020733652,0.027568922305764413,0.7370242214532874,0.6206896551724137,0.34985231375123077,0.36226415094339626,0.5,0.0
